model,condition,id,gold,prediction,confidence,correct,request_words,padding_words,raw
gpt-5.6-luna,medium,banking-291,beneficiary_not_allowed,exchange_via_app,86,0,25,500,"{""label"":""exchange_via_app"",""confidence"":86}"
gpt-5.6-luna,medium,banking-496,fiat_currency_support,fiat_currency_support,96,1,13,500,"{""label"":""fiat_currency_support"",""confidence"":96}"
gpt-5.6-luna,medium,banking-188,topping_up_by_card,topping_up_by_card,88,1,17,500,"{""label"":""topping_up_by_card"",""confidence"":88}"
gpt-5.6-luna,medium,banking-473,exchange_via_app,exchange_via_app,96,1,4,500,"{""label"":""exchange_via_app"",""confidence"":96}"
gpt-5.6-luna,medium,banking-647,top_up_failed,top_up_failed,62,1,10,500,"{""label"":""top_up_failed"",""confidence"":62}"
gpt-5.6-luna,medium,banking-328,card_delivery_estimate,card_delivery_estimate,96,1,12,500,"{""label"":""card_delivery_estimate"",""confidence"":96}"
gpt-5.6-luna,medium,banking-200,transfer_not_received_by_recipient,pending_transfer,55,0,11,500,"{""label"":""pending_transfer"",""confidence"":55}"
gpt-5.6-luna,medium,banking-544,order_physical_card,order_physical_card,93,1,6,500,"{""label"":""order_physical_card"",""confidence"":93}"
gpt-5.6-luna,medium,banking-121,getting_spare_card,getting_spare_card,98,1,7,500,"{""label"":""getting_spare_card"",""confidence"":98}"
gpt-5.6-luna,medium,banking-607,reverted_card_payment?,declined_card_payment,96,0,11,500,"{""label"":""declined_card_payment"",""confidence"":96}"
gpt-5.6-luna,medium,banking-550,passcode_forgotten,passcode_forgotten,98,1,7,500,"{""label"":""passcode_forgotten"",""confidence"":98}"
gpt-5.6-luna,medium,banking-546,order_physical_card,get_physical_card,99,0,7,500,"{""label"":""get_physical_card"",""confidence"":99}"
gpt-5.6-luna,medium,banking-092,disposable_card_limits,disposable_card_limits,99,1,12,500,"{""label"":""disposable_card_limits"",""confidence"":99}"
gpt-5.6-luna,medium,banking-148,pending_transfer,pending_transfer,99,1,15,500,"{""label"":""pending_transfer"",""confidence"":99}"
gpt-5.6-luna,medium,banking-732,verify_top_up,verify_top_up,99,1,9,500,"{""label"":""verify_top_up"",""confidence"":99}"
gpt-5.6-luna,medium,banking-167,terminate_account,terminate_account,100,1,7,500,"{""label"":""terminate_account"",""confidence"":100}"
gpt-5.6-luna,medium,banking-332,card_linking,activate_my_card,98,0,18,500,"{""label"":""activate_my_card"",""confidence"":98}"
gpt-5.6-luna,medium,banking-455,edit_personal_details,edit_personal_details,99,1,6,500,"{""label"":""edit_personal_details"",""confidence"":99}"
gpt-5.6-luna,medium,banking-637,top_up_by_card_charge,top_up_by_card_charge,99,1,10,500,"{""label"":""top_up_by_card_charge"",""confidence"":99}"
gpt-5.6-luna,medium,banking-365,card_swallowed,card_swallowed,100,1,5,500,"{""label"":""card_swallowed"",""confidence"":100}"
gpt-5.6-luna,medium,banking-315,card_acceptance,card_acceptance,99,1,5,500,"{""label"":""card_acceptance"",""confidence"":99}"
gpt-5.6-luna,medium,banking-034,card_acceptance,card_acceptance,99,1,9,500,"{""label"":""card_acceptance"",""confidence"":99}"
gpt-5.6-luna,medium,banking-338,card_not_working,card_not_working,99,1,6,500,"{""label"":""card_not_working"",""confidence"":99}"
gpt-5.6-luna,medium,banking-224,why_verify_identity,why_verify_identity,99,1,10,500,"{""label"":""why_verify_identity"",""confidence"":99}"
gpt-5.6-luna,medium,banking-590,receiving_money,receiving_money,82,1,11,500,"{""label"":""receiving_money"",""confidence"":82}"
gpt-5.6-luna,medium,banking-591,receiving_money,receiving_money,94,1,15,500,"{""label"":""receiving_money"",""confidence"":94}"
gpt-5.6-luna,medium,banking-508,get_physical_card,change_pin,98,0,6,500,"{""label"":""change_pin"",""confidence"":98}"
gpt-5.6-luna,medium,banking-488,failed_transfer,failed_transfer,82,1,6,500,"{""label"":""failed_transfer"",""confidence"":82}"
gpt-5.6-luna,medium,banking-297,cancel_transfer,cancel_transfer,96,1,8,500,"{""label"":""cancel_transfer"",""confidence"":96}"
gpt-5.6-luna,medium,banking-048,card_not_working,pin_blocked,99,0,9,500,"{""label"":""pin_blocked"",""confidence"":99}"
gpt-5.6-luna,medium,banking-055,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,9,500,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
gpt-5.6-luna,medium,banking-697,transfer_not_received_by_recipient,pending_transfer,45,0,10,500,"{""label"":""pending_transfer"",""confidence"":45}"
gpt-5.6-luna,medium,banking-057,card_payment_wrong_exchange_rate,card_payment_wrong_exchange_rate,99,1,12,500,"{""label"":""card_payment_wrong_exchange_rate"",""confidence"":99}"
gpt-5.6-luna,medium,banking-110,failed_transfer,transfer_timing,18,0,5,500,"{""label"":""transfer_timing"",""confidence"":18}"
gpt-5.6-luna,medium,banking-622,terminate_account,terminate_account,100,1,11,500,"{""label"":""terminate_account"",""confidence"":100}"
gpt-5.6-luna,medium,banking-372,cash_withdrawal_charge,cash_withdrawal_charge,99,1,9,500,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
gpt-5.6-luna,medium,banking-251,age_limit,age_limit,99,1,5,500,"{""label"":""age_limit"",""confidence"":99}"
gpt-5.6-luna,medium,banking-722,verify_source_of_funds,verify_source_of_funds,96,1,8,500,"{""label"":""verify_source_of_funds"",""confidence"":96}"
gpt-5.6-luna,medium,banking-412,country_support,country_support,99,1,5,500,"{""label"":""country_support"",""confidence"":99}"
gpt-5.6-luna,medium,banking-119,get_physical_card,change_pin,98,0,9,500,"{""label"":""change_pin"",""confidence"":98}"
gpt-5.6-luna,medium,banking-658,top_up_limits,top_up_limits,99,1,7,500,"{""label"":""top_up_limits"",""confidence"":99}"
gpt-5.6-luna,medium,banking-541,order_physical_card,get_physical_card,99,0,9,500,"{""label"":""get_physical_card"",""confidence"":99}"
gpt-5.6-luna,medium,banking-017,automatic_top_up,automatic_top_up,99,1,12,500,"{""label"":""automatic_top_up"",""confidence"":99}"
gpt-5.6-luna,medium,banking-177,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,10,500,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
gpt-5.6-luna,medium,banking-507,get_physical_card,passcode_forgotten,93,0,4,500,"{""label"":""passcode_forgotten"",""confidence"":93}"
gpt-5.6-luna,medium,banking-536,lost_or_stolen_phone,lost_or_stolen_phone,99,1,13,500,"{""label"":""lost_or_stolen_phone"",""confidence"":99}"
gpt-5.6-luna,medium,banking-006,activate_my_card,activate_my_card,100,1,12,500,"{""label"":""activate_my_card"",""confidence"":100}"
gpt-5.6-luna,medium,banking-375,cash_withdrawal_charge,cash_withdrawal_charge,99,1,22,500,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
gpt-5.6-luna,medium,banking-067,change_pin,change_pin,99,1,12,500,"{""label"":""change_pin"",""confidence"":99}"
gpt-5.6-luna,medium,banking-020,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,98,1,26,500,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":98}"
gpt-5.6-luna,medium,banking-661,top_up_reverted,transaction_charged_twice,96,0,28,500,"{""label"":""transaction_charged_twice"",""confidence"":96}"
gpt-5.6-luna,medium,banking-024,balance_not_updated_after_cheque_or_cash_deposit,balance_not_updated_after_bank_transfer,54,0,13,500,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":54}"
gpt-5.6-luna,medium,banking-417,declined_card_payment,declined_card_payment,98,1,23,500,"{""label"":""declined_card_payment"",""confidence"":98}"
gpt-5.6-luna,medium,banking-431,declined_transfer,declined_transfer,99,1,7,500,"{""label"":""declined_transfer"",""confidence"":99}"
gpt-5.6-luna,medium,banking-140,pending_card_payment,pending_card_payment,100,1,10,500,"{""label"":""pending_card_payment"",""confidence"":100}"
gpt-5.6-luna,medium,banking-539,lost_or_stolen_phone,lost_or_stolen_phone,100,1,8,500,"{""label"":""lost_or_stolen_phone"",""confidence"":100}"
gpt-5.6-luna,medium,banking-401,contactless_not_working,contactless_not_working,100,1,6,500,"{""label"":""contactless_not_working"",""confidence"":100}"
gpt-5.6-luna,medium,banking-429,declined_transfer,declined_transfer,99,1,5,500,"{""label"":""declined_transfer"",""confidence"":99}"
gpt-5.6-luna,medium,banking-279,balance_not_updated_after_bank_transfer,balance_not_updated_after_bank_transfer,96,1,11,500,"{""label"":""balance_not_updated_after_bank_transfer"",""confidence"":96}"
gpt-5.6-luna,medium,banking-243,activate_my_card,activate_my_card,100,1,6,500,"{""label"":""activate_my_card"",""confidence"":100}"
gpt-5.6-luna,medium,banking-078,country_support,country_support,98,1,6,500,"{""label"":""country_support"",""confidence"":98}"
gpt-5.6-luna,medium,banking-327,card_delivery_estimate,card_delivery_estimate,96,1,10,500,"{""label"":""card_delivery_estimate"",""confidence"":96}"
gpt-5.6-luna,medium,banking-402,contactless_not_working,contactless_not_working,100,1,23,500,"{""label"":""contactless_not_working"",""confidence"":100}"
gpt-5.6-luna,medium,banking-721,verify_my_identity,verify_my_identity,98,1,15,500,"{""label"":""verify_my_identity"",""confidence"":98}"
gpt-5.6-luna,medium,banking-171,top_up_by_bank_transfer_charge,transfer_fee_charged,96,0,9,500,"{""label"":""transfer_fee_charged"",""confidence"":96}"
gpt-5.6-luna,medium,banking-542,order_physical_card,order_physical_card,96,1,8,500,"{""label"":""order_physical_card"",""confidence"":96}"
gpt-5.6-luna,medium,banking-701,transfer_timing,transfer_timing,98,1,11,500,"{""label"":""transfer_timing"",""confidence"":98}"
gpt-5.6-luna,medium,banking-130,lost_or_stolen_phone,lost_or_stolen_phone,100,1,8,500,"{""label"":""lost_or_stolen_phone"",""confidence"":100}"
gpt-5.6-luna,medium,banking-368,card_swallowed,card_swallowed,100,1,9,500,"{""label"":""card_swallowed"",""confidence"":100}"
gpt-5.6-luna,medium,banking-575,pending_transfer,pending_transfer,94,1,8,500,"{""label"":""pending_transfer"",""confidence"":94}"
gpt-5.6-luna,medium,banking-423,declined_cash_withdrawal,declined_cash_withdrawal,100,1,15,500,"{""label"":""declined_cash_withdrawal"",""confidence"":100}"
gpt-5.6-luna,medium,banking-742,virtual_card_not_working,virtual_card_not_working,99,1,8,500,"{""label"":""virtual_card_not_working"",""confidence"":99}"
gpt-5.6-luna,medium,banking-341,card_not_working,card_not_working,98,1,8,500,"{""label"":""card_not_working"",""confidence"":98}"
gpt-5.6-luna,medium,banking-644,top_up_by_cash_or_cheque,top_up_by_cash_or_cheque,99,1,14,500,"{""label"":""top_up_by_cash_or_cheque"",""confidence"":99}"
gpt-5.6-luna,medium,banking-698,transfer_not_received_by_recipient,transfer_not_received_by_recipient,98,1,8,500,"{""label"":""transfer_not_received_by_recipient"",""confidence"":98}"
gpt-5.6-luna,medium,banking-768,wrong_exchange_rate_for_cash_withdrawal,wrong_exchange_rate_for_cash_withdrawal,99,1,11,500,"{""label"":""wrong_exchange_rate_for_cash_withdrawal"",""confidence"":99}"
gpt-5.6-luna,medium,banking-662,top_up_reverted,top_up_reverted,99,1,7,500,"{""label"":""top_up_reverted"",""confidence"":99}"
gpt-5.6-luna,medium,banking-456,exchange_charge,exchange_charge,99,1,7,500,"{""label"":""exchange_charge"",""confidence"":99}"
gpt-5.6-luna,medium,banking-606,reverted_card_payment?,reverted_card_payment?,96,1,8,500,"{""label"":""reverted_card_payment?"",""confidence"":96}"
gpt-5.6-luna,medium,banking-062,cash_withdrawal_charge,cash_withdrawal_charge,99,1,12,500,"{""label"":""cash_withdrawal_charge"",""confidence"":99}"
gpt-5.6-luna,medium,banking-349,card_payment_fee_charged,card_payment_fee_charged,99,1,12,500,"{""label"":""card_payment_fee_charged"",""confidence"":99}"
gpt-5.6-luna,medium,banking-535,lost_or_stolen_phone,lost_or_stolen_card,100,0,4,500,"{""label"":""lost_or_stolen_card"",""confidence"":100}"
gpt-5.6-luna,medium,banking-196,transfer_into_account,transfer_into_account,99,1,13,500,"{""label"":""transfer_into_account"",""confidence"":99}"
gpt-5.6-luna,medium,banking-703,transfer_timing,transfer_timing,96,1,9,500,"{""label"":""transfer_timing"",""confidence"":96}"
gpt-5.6-luna,medium,banking-221,visa_or_mastercard,visa_or_mastercard,99,1,7,500,"{""label"":""visa_or_mastercard"",""confidence"":99}"
gpt-5.6-luna,medium,banking-688,transfer_into_account,transfer_into_account,94,1,22,500,"{""label"":""transfer_into_account"",""confidence"":94}"
gpt-5.6-luna,medium,banking-346,card_payment_fee_charged,card_payment_fee_charged,99,1,11,500,"{""label"":""card_payment_fee_charged"",""confidence"":99}"
gpt-5.6-luna,medium,banking-021,balance_not_updated_after_bank_transfer,pending_transfer,99,0,4,500,"{""label"":""pending_transfer"",""confidence"":99}"
gpt-5.6-luna,medium,banking-469,exchange_rate,exchange_rate,99,1,4,500,"{""label"":""exchange_rate"",""confidence"":99}"
gpt-5.6-luna,medium,banking-726,verify_source_of_funds,verify_source_of_funds,99,1,9,500,"{""label"":""verify_source_of_funds"",""confidence"":99}"
gpt-5.6-luna,medium,banking-629,top_up_by_bank_transfer_charge,receiving_money,98,0,12,500,"{""label"":""receiving_money"",""confidence"":98}"
gpt-5.6-luna,medium,banking-216,verify_top_up,verify_top_up,99,1,9,500,"{""label"":""verify_top_up"",""confidence"":99}"
gpt-5.6-luna,medium,banking-561,pending_cash_withdrawal,pending_cash_withdrawal,100,1,9,500,"{""label"":""pending_cash_withdrawal"",""confidence"":100}"
gpt-5.6-luna,medium,banking-236,Refund_not_showing_up,Refund_not_showing_up,99,1,9,500,"{""label"":""Refund_not_showing_up"",""confidence"":99}"
gpt-5.6-luna,medium,banking-294,beneficiary_not_allowed,beneficiary_not_allowed,92,1,8,500,"{""label"":""beneficiary_not_allowed"",""confidence"":92}"
gpt-5.6-luna,medium,banking-725,verify_source_of_funds,verify_source_of_funds,99,1,9,500,"{""label"":""verify_source_of_funds"",""confidence"":99}"
gpt-5.6-luna,medium,banking-042,card_delivery_estimate,card_arrival,78,0,5,500,"{""label"":""card_arrival"",""confidence"":78}"
gpt-5.6-luna,medium,banking-653,top_up_limits,top_up_limits,100,1,8,500,"{""label"":""top_up_limits"",""confidence"":100}"
gpt-5.6-luna,medium,banking-716,verify_my_identity,verify_my_identity,98,1,9,500,"{""label"":""verify_my_identity"",""confidence"":98}"
gpt-5.6-luna,medium,banking-419,declined_card_payment,declined_card_payment,99,1,11,500,"{""label"":""declined_card_payment"",""confidence"":99}"
gpt-5.6-luna,medium,banking-468,exchange_rate,exchange_rate,99,1,8,500,"{""label"":""exchange_rate"",""confidence"":99}"
gpt-5.6-luna,medium,banking-740,virtual_card_not_working,virtual_card_not_working,98,1,12,500,"{""label"":""virtual_card_not_working"",""confidence"":98}"
gpt-5.6-luna,medium,banking-502,get_disposable_virtual_card,get_disposable_virtual_card,99,1,9,500,"{""label"":""get_disposable_virtual_card"",""confidence"":99}"
gpt-5.6-luna,medium,banking-572,pending_top_up,pending_top_up,96,1,8,500,"{""label"":""pending_top_up"",""confidence"":96}"
gpt-5.6-luna,medium,banking-411,country_support,country_support,91,1,6,500,"{""label"":""country_support"",""confidence"":91}"
gpt-5.6-luna,medium,banking-597,request_refund,request_refund,88,1,8,500,"{""label"":""request_refund"",""confidence"":88}"
gpt-5.6-luna,medium,banking-446,disposable_card_limits,get_disposable_virtual_card,98,0,7,500,"{""label"":""get_disposable_virtual_card"",""confidence"":98}"
gpt-5.6-luna,medium,banking-730,verify_top_up,verify_top_up,99,1,6,500,"{""label"":""verify_top_up"",""confidence"":99}"
gpt-5.6-luna,medium,banking-671,topping_up_by_card,topping_up_by_card,99,1,10,500,"{""label"":""topping_up_by_card"",""confidence"":99}"
gpt-5.6-luna,medium,banking-118,get_physical_card,change_pin,88,0,8,500,"{""label"":""change_pin"",""confidence"":88}"
gpt-5.6-luna,medium,banking-206,unable_to_verify_identity,unable_to_verify_identity,99,1,7,500,"{""label"":""unable_to_verify_identity"",""confidence"":99}"
gpt-5.6-luna,medium,banking-305,card_about_to_expire,card_about_to_expire,100,1,13,500,"{""label"":""card_about_to_expire"",""confidence"":100}"
gpt-5.6-luna,medium,banking-028,cancel_transfer,cancel_transfer,98,1,6,500,"{""label"":""cancel_transfer"",""confidence"":98}"
gpt-5.6-luna,medium,banking-182,top_up_limits,top_up_limits,98,1,7,500,"{""label"":""top_up_limits"",""confidence"":98}"
gpt-5.6-luna,medium,banking-645,top_up_failed,top_up_failed,99,1,8,500,"{""label"":""top_up_failed"",""confidence"":99}"
gpt-5.6-luna,medium,banking-058,card_swallowed,card_swallowed,99,1,14,500,"{""label"":""card_swallowed"",""confidence"":99}"
gpt-5.6-luna,medium,banking-134,order_physical_card,card_arrival,96,0,8,500,"{""label"":""card_arrival"",""confidence"":96}"
gpt-5.6-luna,medium,banking-757,wrong_amount_of_cash_received,wrong_amount_of_cash_received,99,1,10,500,"{""label"":""wrong_amount_of_cash_received"",""confidence"":99}"
gpt-5.6-luna,medium,banking-733,verify_top_up,verify_top_up,96,1,12,500,"{""label"":""verify_top_up"",""confidence"":96}"
gpt-5.6-luna,medium,banking-441,direct_debit_payment_not_recognised,transfer_into_account,55,0,3,500,"{""label"":""transfer_into_account"",""confidence"":55}"
gpt-5.6-luna,medium,banking-311,card_acceptance,card_acceptance,99,1,6,500,"{""label"":""card_acceptance"",""confidence"":99}"
gpt-5.6-luna,medium,banking-192,transaction_charged_twice,transaction_charged_twice,99,1,22,500,"{""label"":""transaction_charged_twice"",""confidence"":99}"
gpt-5.6-luna,medium,banking-614,supported_cards_and_currencies,supported_cards_and_currencies,98,1,12,500,"{""label"":""supported_cards_and_currencies"",""confidence"":98}"
gpt-5.6-luna,medium,banking-356,card_payment_not_recognised,card_payment_not_recognised,93,1,11,500,"{""label"":""card_payment_not_recognised"",""confidence"":93}"
gpt-5.6-luna,medium,banking-534,lost_or_stolen_phone,lost_or_stolen_phone,99,1,12,500,"{""label"":""lost_or_stolen_phone"",""confidence"":99}"
gpt-5.6-luna,medium,banking-665,top_up_reverted,top_up_reverted,99,1,10,500,"{""label"":""top_up_reverted"",""confidence"":99}"
gpt-5.6-luna,medium,banking-270,automatic_top_up,automatic_top_up,99,1,8,500,"{""label"":""automatic_top_up"",""confidence"":99}"
